postcode,suburb,state,latitude,longitude
822,ChannelIsland,NT,-12.800,131.130,
822,CharlesDarwin,NT,-12.800,131.130,
822,Charlotte,NT,-12.800,131.130,
822,Claravale,NT,-12.800,131.130,
822,Cobourg,NT,-12.800,131.130,
822,CollettCreek,NT,-12.800,131.130,
822,CoomalieCreek,NT,-12.800,131.130,
822,CoxPeninsula,NT,-12.800,131.130,
822,CrokerIsland,NT,-12.800,131.130,
822,Daly,NT,-12.800,131.130,
822,DalyRiver,NT,-12.800,131.130,
822,DarwinMC,NT,-12.800,131.130,
822,DarwinRiverDam,NT,-12.800,131.130,
822,Delissaville,NT,-12.800,131.130,
822,Douglas-Daly,NT,-12.800,131.130,
822,EastArm,NT,-12.800,131.130,
822,EastArnhem,NT,-12.800,131.130,
822,Elrundie,NT,-12.800,131.130,
822,EvaValley,NT,-12.800,131.130,
822,FinnissValley,NT,-12.800,131.130,
822,Fleming,NT,-12.800,131.130,
822,FlyCreek,NT,-12.800,131.130,
822,FredsPass,NT,-12.800,131.130,
822,Galiwinku,NT,-12.800,131.130,
822,GlydePoint,NT,-12.800,131.130,
822,GoulburnIsland,NT,-12.800,131.130,
822,Gunbalanya,NT,-12.800,131.130,
822,GunnPoint,NT,-12.800,131.130,
822,HayesCreek,NT,-12.800,131.130,
822,HiddenValley,NT,-12.800,131.130,
822,Hotham,NT,-12.800,131.130,
822,Hughes,NT,-12.800,131.130,
822,Kakadu,NT,-12.800,131.130,
822,Koolpinyah,NT,-12.800,131.130,
822,LakeBennett,NT,-12.800,131.130,
822,LambellsLagoon,NT,-12.800,131.130,
822,LitchfieldPark,NT,-12.800,131.130,
822,Livingstone,NT,-12.800,131.130,
822,LloydCreek,NT,-12.800,131.130,
822,Mandorah,NT,-12.800,131.130,
822,Maningrida,NT,-12.800,131.130,
822,Maranunga,NT,-12.800,131.130,
822,MargaretRiver,NT,-12.800,131.130,
822,Marrakai,NT,-12.800,131.130,
822,McminnsLagoon,NT,-12.800,131.130,
822,MickettCreek,NT,-12.800,131.130,
822,MiddlePoint,NT,-12.800,131.130,
822,Milikapiti,NT,-12.800,131.130,
822,Milingimbi,NT,-12.800,131.130,
822,Millwood,NT,-12.800,131.130,
822,Milyakburra,NT,-12.800,131.130,
822,Minjilang,NT,-12.800,131.130,
822,MountBundey,NT,-12.800,131.130,
822,Murrumujuk,NT,-12.800,131.130,
822,Nauiyu,NT,-12.800,131.130,
822,Nemarluk,NT,-12.800,131.130,
822,Nganmarriyanga,NT,-12.800,131.130,
822,Nguiu,NT,-12.800,131.130,
822,Numbulwar,NT,-12.800,131.130,
822,Numburindi,NT,-12.800,131.130,
822,Oenpelli,NT,-12.800,131.130,
822,Palumpa,NT,-12.800,131.130,
822,Peppimenarti,NT,-12.800,131.130,
822,Pirlangimpi,NT,-12.800,131.130,
822,PointStephens,NT,-12.800,131.130,
822,PointStuart,NT,-12.800,131.130,
822,Pularumpi,NT,-12.800,131.130,
822,Rakula,NT,-12.800,131.130,
822,Ramingining,NT,-12.800,131.130,
822,RobinFalls,NT,-12.800,131.130,
822,RumJungle,NT,-12.800,131.130,
822,SandpalmsRoadhouse,NT,-12.800,131.130,
822,Southport,NT,-12.800,131.130,
822,Stapleton,NT,-12.800,131.130,
822,Thamarrurr,NT,-12.800,131.130,
822,Tipperary,NT,-12.800,131.130,
822,Tivendale,NT,-12.800,131.130,
822,TiwiIslands,NT,-12.800,131.130,
822,TortillaFlats,NT,-12.800,131.130,
822,TumblingWaters,NT,-12.800,131.130,
822,Umbakumba,NT,-12.800,131.130,
822,VernonIslands,NT,-12.800,131.130,
822,Wadeye,NT,-12.800,131.130,
822,WagaitBeach,NT,-12.800,131.130,
822,WakWak,NT,-12.800,131.130,
822,Warruwi,NT,-12.800,131.130,
822,Weddell,NT,-12.800,131.130,
822,WestArnhem,NT,-12.800,131.130,
822,Wickham,NT,-12.800,131.130,
822,Winnellie,NT,-12.800,131.130,
822,Wishart,NT,-12.800,131.130,
822,Woolaning,NT,-12.800,131.130,
828,Berrimah,NT,-12.470,130.910,
828,KnuckeyLagoon,NT,-12.470,130.910,
829,Holtze,NT,-14.460,132.280,
829,Pinelands,NT,-14.460,132.280,
830,Archer,NT,-12.490,130.970,
830,Driver,NT,-12.490,130.970,
830,Durack,NT,-12.490,130.970,
830,Farrar,NT,-12.490,130.970,
830,Gray,NT,-12.490,130.970,
830,MarlowLagoon,NT,-12.490,130.970,
830,Moulden,NT,-12.490,130.970,
830,Palmerston,NT,-12.490,130.970,
830,ShoalBay,NT,-12.490,130.970,
830,Woodroffe,NT,-12.490,130.970,
830,Yarrawonga,NT,-12.490,130.970,
831,Palmerston,NT,-12.480,130.980,
832,Bakewell,NT,-12.490,130.990,
832,Bellamack,NT,-12.490,130.990,
832,Gunn,NT,-12.490,130.990,
832,Johnston,NT,-12.490,130.990,
832,Mitchell,NT,-12.490,130.990,
832,Rosebery,NT,-12.490,130.990,
832,RoseberyHeights,NT,-12.490,130.990,
832,Zuccoli,NT,-12.490,130.990,
835,Coolalinga,NT,-12.480,131.030,
835,HowardSprings,NT,-12.480,131.030,
835,Virginia,NT,-12.480,131.030,
836,Girraween,NT,-12.530,131.100,
836,Herbert,NT,-12.530,131.100,
836,HumptyDoo,NT,-12.530,131.100,
837,Manton,NT,-12.460,130.840,
837,Noonamah,NT,-12.460,130.840,
838,BerrySprings,NT,-12.710,131.000,
840,DundeeBeach,NT,-12.720,130.350,
840,DundeeDowns,NT,-12.720,130.350,
840,DundeeForest,NT,-12.720,130.350,
841,DarwinRiver,NT,-12.800,130.960,
845,Batchelor,NT,-13.040,131.070,
846,AdelaideRiver,NT,-13.230,131.100,
847,PineCreek,NT,-13.820,131.840,
850,Cossack,NT,-14.460,132.260,
850,Emungalan,NT,-14.460,132.260,
850,Katherine,NT,-14.460,132.260,
850,KatherineEast,NT,-14.460,132.260,
850,KatherineSouth,NT,-14.460,132.260,
850,Lansdowne,NT,-14.460,132.260,
851,Katherine,NT,-14.460,132.260,
852,Arnold,NT,-14.920,133.060,
852,Baines,NT,-14.920,133.060,
852,Barunga,NT,-14.920,133.060,
852,Beswick,NT,-14.920,133.060,
852,BeswickCreek,NT,-14.920,133.060,
852,Binjari,NT,-14.920,133.060,
852,Birdum,NT,-14.920,133.060,
852,Bradshaw,NT,-14.920,133.060,
852,Buchanan,NT,-14.920,133.060,
852,BulmanWeemol,NT,-14.920,133.060,
852,Creswell,NT,-14.920,133.060,
852,Daguragu,NT,-14.920,133.060,
852,DalyWaters,NT,-14.920,133.060,
852,Delamere,NT,-14.920,133.060,
852,Dunmarra,NT,-14.920,133.060,
852,Edith,NT,-14.920,133.060,
852,Elsey,NT,-14.920,133.060,
852,ElseyStation,NT,-14.920,133.060,
852,Florina,NT,-14.920,133.060,
852,FlyingFox,NT,-14.920,133.060,
852,Gregory,NT,-14.920,133.060,
852,GulungMardrulk,NT,-14.920,133.060,
852,Gurindji,NT,-14.920,133.060,
852,Jilkminggan,NT,-14.920,133.060,
852,Kalkarindji,NT,-14.920,133.060,
852,Katherine,NT,-14.920,133.060,
852,Lajamanu,NT,-14.920,133.060,
852,Larrimah,NT,-14.920,133.060,
852,Limmen,NT,-14.920,133.060,
852,Manbulloo,NT,-14.920,133.060,
852,Maranboy,NT,-14.920,133.060,
852,Mataranka,NT,-14.920,133.060,
852,Mcarthur,NT,-14.920,133.060,
852,Miniyeri,NT,-14.920,133.060,
852,Ngukurr,NT,-14.920,133.060,
852,Nitmiluk,NT,-14.920,133.060,
852,PellewIslands,NT,-14.920,133.060,
852,PigeonHole,NT,-14.920,133.060,
852,RobinsonRiver,NT,-14.920,133.060,
852,SturtPlateau,NT,-14.920,133.060,
852,TanamiEast,NT,-14.920,133.060,
852,TimberCreek,NT,-14.920,133.060,
852,TopSprings,NT,-14.920,133.060,
852,Uralla,NT,-14.920,133.060,
852,Venn,NT,-14.920,133.060,
852,VictoriaRiver,NT,-14.920,133.060,
852,VictoriaRiverDowns,NT,-14.920,133.060,
852,Warumungu,NT,-14.920,133.060,
852,WaveHill,NT,-14.920,133.060,
852,Wilton,NT,-14.920,133.060,
852,Yarralin,NT,-14.920,133.060,
853,Tindal,NT,0.000,0.000,
854,Borroloola,NT,-16.820,137.150,
854,KingAshBay,NT,-16.820,137.150,
860,TennantCreek,NT,-19.650,134.190,
861,Brunchilly,NT,-18.940,134.320,
861,TennantCreek,NT,-18.940,134.320,
862,AvonDowns,NT,-20.230,137.760,
862,Calvert,NT,-20.230,137.760,
862,CresswellDowns,NT,-20.230,137.760,
862,Elliott,NT,-20.230,137.760,
862,HelenSprings,NT,-20.230,137.760,
862,MuckatyStation,NT,-20.230,137.760,
862,NewcastleWaters,NT,-20.230,137.760,
862,Nicholson,NT,-20.230,137.760,
862,Pamayu,NT,-20.230,137.760,
862,PhillipCreekStation,NT,-20.230,137.760,
862,RennerSprings,NT,-20.230,137.760,
862,Tablelands,NT,-20.230,137.760,
862,TennantCreek,NT,-20.230,137.760,
862,ThreeWays,NT,-20.230,137.760,
862,Warrego,NT,-20.230,137.760,
862,WollogorangStation,NT,-20.230,137.760,
862,WycliffeWell,NT,-20.230,137.760,
870,AliceSprings,NT,-12.440,130.840,
870,Araluen,NT,-12.440,130.840,
870,Arumbera,NT,-12.440,130.840,
870,Braitling,NT,-12.440,130.840,
870,Ciccone,NT,-12.440,130.840,
870,Connellan,NT,-12.440,130.840,
870,DesertSprings,NT,-12.440,130.840,
870,EastSide,NT,-12.440,130.840,
870,Flynn,NT,-12.440,130.840,
870,Gillen,NT,-12.440,130.840,
870,Ilparpa,NT,-12.440,130.840,
870,Irlpme,NT,-12.440,130.840,
870,Larapinta,NT,-12.440,130.840,
870,MountJohns,NT,-12.440,130.840,
870,Ross,NT,-12.440,130.840,
870,Sadadeen,NT,-12.440,130.840,
870,Stuart,NT,-12.440,130.840,
870,TheGap,NT,-12.440,130.840,
870,Undoolya,NT,-12.440,130.840,
870,WhiteGums,NT,-12.440,130.840,
871,AliceSprings,NT,-12.440,130.840,
872,Aherrenge,NT,-21.000,134.380,
872,AliCurung,NT,-21.000,134.380,
872,AliceSprings,NT,-21.000,134.380,
872,Amata,NT,-21.000,134.380,
872,Amoonguna,NT,-21.000,134.380,
872,Ampilatwatja,NT,-21.000,134.380,
872,Anatye,NT,-21.000,134.380,
872,Anmatjere,NT,-21.000,134.380,
872,Antewenegerrde,NT,-21.000,134.380,
872,Areyonga,NT,-21.000,134.380,
872,Atitjere,NT,-21.000,134.380,
872,AyersRock,NT,-21.000,134.380,
872,BarrowCreek,NT,-21.000,134.380,
872,BurtPlain,NT,-21.000,134.380,
872,CanteenCreek,NT,-21.000,134.380,
872,ChillaWell,NT,-21.000,134.380,
872,Costello,NT,-21.000,134.380,
872,Davenport,NT,-21.000,134.380,
872,DockerRiver,NT,-21.000,134.380,
872,Engawala,NT,-21.000,134.380,
872,Erldunda,NT,-21.000,134.380,
872,Ernabella,SA,-21.000,134.380,
872,Finke,NT,-21.000,134.380,
872,Fregon,SA,-21.000,134.380,
872,Ghan,NT,-21.000,134.380,
872,GibsonDesertNorth,WA,-21.000,134.380,
872,GibsonDesertSouth,WA,-21.000,134.380,
872,HaastsBluff,NT,-21.000,134.380,
872,Hale,NT,-21.000,134.380,
872,Hart,NT,-21.000,134.380,
872,HartRange,NT,-21.000,134.380,
872,Hermannsburg,NT,-21.000,134.380,
872,Hugh,NT,-21.000,134.380,
872,Imanpa,NT,-21.000,134.380,
872,Indulkana,SA,-21.000,134.380,
872,InintiStore,NT,-21.000,134.380,
872,JayCreek,NT,-21.000,134.380,
872,Kaltukatjara,NT,-21.000,134.380,
872,Kintore,NT,-21.000,134.380,
872,Kiwirrkurra,NT,-21.000,134.380,
872,Kulgera,NT,-21.000,134.380,
872,Kunparrka,NT,-21.000,134.380,
872,LakeMackay,NT,-21.000,134.380,
872,Laramba,NT,-21.000,134.380,
872,Mereenie,NT,-21.000,134.380,
872,Mimili,SA,-21.000,134.380,
872,MountLiebig,NT,-21.000,134.380,
872,MountZeil,NT,-21.000,134.380,
872,MulgaBore,NT,-21.000,134.380,
872,MurputjaHomelands,NT,-21.000,134.380,
872,Mutitjulu,NT,-21.000,134.380,
872,Namatjira,NT,-21.000,134.380,
872,Ngaanyatjarra-Giles,WA,-21.000,134.380,
872,Nyapari,NT,-21.000,134.380,
872,Nyirripi,NT,-21.000,134.380,
872,Papunya,NT,-21.000,134.380,
872,Patjarr,NT,-21.000,134.380,
872,Petermann,NT,-21.000,134.380,
872,PitjantjatjaraHomelands,NT,-21.000,134.380,
872,Sandover,NT,-21.000,134.380,
872,SantaTeresa,NT,-21.000,134.380,
872,Simpson,NT,-21.000,134.380,
872,Tanami,NT,-21.000,134.380,
872,Tara,NT,-21.000,134.380,
872,Thangkenharenge,NT,-21.000,134.380,
872,TiTree,NT,-21.000,134.380,
872,Titjikala,NT,-21.000,134.380,
872,Tjirrkarli,NT,-21.000,134.380,
872,Tjukurla,NT,-21.000,134.380,
872,Uluru,NT,-21.000,134.380,
872,Umpangara,NT,-21.000,134.380,
872,Urapuntja,NT,-21.000,134.380,
872,WallaceRockhole,NT,-21.000,134.380,
872,Wanarn,NT,-21.000,134.380,
872,Willowra,NT,-21.000,134.380,
872,Wilora,NT,-21.000,134.380,
872,Wingellina,NT,-21.000,134.380,
872,Wutunugurra,NT,-21.000,134.380,
872,Yuelamu,NT,-21.000,134.380,
872,Yuendumu,NT,-21.000,134.380,
872,Yulara,NT,-21.000,134.380,
880,Gapuwiyak,NT,-12.380,130.870,
880,Gove,NT,-12.380,130.870,
880,Gunyangara,NT,-12.380,130.870,
880,Nhulunbuy,NT,-12.380,130.870,
880,Yirrkala,NT,-12.380,130.870,
881,Nhulunbuy,NT,-12.180,136.780,
885,Alyangula,NT,0.000,0.000,
886,Jabiru,NT,-12.380,130.890,
906,Winnellie,NT,-12.430,130.880,
907,Winnellie,NT,-12.430,130.880,
909,CharlesDarwinUniversity,NT,0.000,0.000,
1001,Sydney,NSW,-33.790,151.270,
1002,Sydney,NSW,-33.790,151.270,
1003,Sydney,NSW,-33.790,151.270,
1004,Sydney,NSW,-33.790,151.270,
1005,Sydney,NSW,-33.790,151.270,
1006,Sydney,NSW,-33.790,151.270,
1007,Sydney,NSW,-33.790,151.270,
1008,Sydney,NSW,-33.790,151.270,
1009,Sydney,NSW,-33.790,151.270,
1010,Sydney,NSW,-33.790,151.270,
1011,Sydney,NSW,-33.790,151.270,
1020,Sydney,NSW,-33.790,151.270,
1021,Sydney,NSW,-33.790,151.270,
1022,Sydney,NSW,-33.790,151.270,
1023,Sydney,NSW,-33.790,151.270,
1025,Sydney,NSW,-33.790,151.270,
1026,Sydney,NSW,-33.790,151.270,
1027,Sydney,NSW,-33.790,151.270,
1028,Sydney,NSW,-33.790,151.270,
1029,Sydney,NSW,-33.790,151.270,
1030,Sydney,NSW,-33.790,151.270,
1031,Sydney,NSW,-33.790,151.270,
1032,Sydney,NSW,-33.660,150.870,
1033,Sydney,NSW,-33.790,151.270,
1034,Sydney,NSW,-33.790,151.270,
1035,Sydney,NSW,-33.790,151.270,
1036,Sydney,NSW,-33.790,151.270,
1037,Sydney,NSW,-33.790,151.270,
1038,Sydney,NSW,-33.790,151.270,
1039,Sydney,NSW,-33.790,151.270,
1040,Sydney,NSW,-33.790,151.270,
1041,Sydney,NSW,-33.790,151.270,
1042,Sydney,NSW,-33.790,151.270,
1043,Sydney,NSW,-33.790,151.270,
1044,Sydney,NSW,-33.790,151.270,
1045,Sydney,NSW,-33.790,151.270,
1046,Sydney,NSW,-33.790,151.270,
1100,Sydney,NSW,-33.790,151.270,
1101,Sydney,NSW,-33.790,151.270,
1105,Sydney,NSW,-33.790,151.270,
1106,Sydney,NSW,-33.790,151.270,
1107,Sydney,NSW,-33.790,151.270,
1108,Sydney,NSW,-33.790,151.270,
1109,Sydney,NSW,-33.790,151.270,
1110,Sydney,NSW,-33.790,151.270,
1112,Sydney,NSW,-33.790,151.270,
1113,Sydney,NSW,-33.790,151.270,
1114,Sydney,NSW,-33.790,151.270,
1115,Sydney,NSW,-33.790,151.270,
1116,Sydney,NSW,-33.670,150.870,
1117,Sydney,NSW,-33.660,150.870,
1118,Sydney,NSW,-33.790,151.270,
1119,Sydney,NSW,-33.790,151.270,
1120,Sydney,NSW,-33.790,151.270,
1121,Sydney,NSW,-33.790,151.270,
1122,Sydney,NSW,-33.790,151.270,
1123,Sydney,NSW,-33.790,151.270,
1124,Sydney,NSW,-33.790,151.270,
1125,Sydney,NSW,-33.790,151.270,
1126,Sydney,NSW,-33.790,151.270,
1127,Sydney,NSW,-33.790,151.270,
1128,Sydney,NSW,-33.790,151.270,
1129,Sydney,NSW,-33.790,151.270,
1130,Sydney,NSW,-33.790,151.270,
1131,Sydney,NSW,-33.790,151.270,
1132,Sydney,NSW,-33.660,150.870,
1133,Sydney,NSW,-33.790,151.270,
1134,Sydney,NSW,-33.790,151.270,
1135,Sydney,NSW,-33.790,151.270,
1136,Sydney,NSW,-33.790,151.270,
1137,Sydney,NSW,-33.790,151.270,
1138,Sydney,NSW,-33.790,151.270,
1139,Sydney,NSW,-33.790,151.270,
1140,Sydney,NSW,-33.790,151.270,
1141,Sydney,NSW,-33.790,151.270,
1142,Sydney,NSW,-33.790,151.270,
1143,Sydney,NSW,-33.790,151.270,
1144,Sydney,NSW,-33.790,151.270,
1145,Sydney,NSW,-33.790,151.270,
1146,Sydney,NSW,-33.790,151.270,
1147,Sydney,NSW,-33.790,151.270,
1148,Sydney,NSW,-33.790,151.270,
1149,Sydney,NSW,-33.790,151.270,
1150,Sydney,NSW,-33.790,151.270,
1151,Sydney,NSW,-33.790,151.270,
1152,Sydney,NSW,-33.790,151.270,
1153,Sydney,NSW,-33.790,151.270,
1154,Sydney,NSW,-33.790,151.270,
1155,Sydney,NSW,-33.790,151.270,
1156,Sydney,NSW,-33.790,151.270,
1157,Sydney,NSW,-33.790,151.270,
1158,Sydney,NSW,-33.790,151.270,
1159,Sydney,NSW,-33.790,151.270,
1160,Sydney,NSW,-33.790,151.270,
1161,Sydney,NSW,-33.790,151.270,
1162,Sydney,NSW,-33.790,151.270,
1163,Sydney,NSW,-33.790,151.270,
1164,Sydney,NSW,-33.790,151.270,
1165,Sydney,NSW,-33.790,151.270,
1166,Sydney,NSW,-33.790,151.270,
1167,Sydney,NSW,-33.790,151.270,
1168,Sydney,NSW,-33.790,151.270,
1169,Sydney,NSW,-33.790,151.270,
1170,Sydney,NSW,-33.790,151.270,
1171,Sydney,NSW,-33.790,151.270,
1172,Sydney,NSW,-33.790,151.270,
1173,Sydney,NSW,-33.790,151.270,
1174,Sydney,NSW,-33.790,151.270,
1175,Sydney,NSW,-33.790,151.270,
1176,Sydney,NSW,-33.790,151.270,
1177,Sydney,NSW,-33.790,151.270,
1178,Sydney,NSW,-33.790,151.270,
1179,Sydney,NSW,-33.790,151.270,
1180,Sydney,NSW,-33.790,151.270,
1181,Sydney,NSW,-33.790,151.270,
1182,Sydney,NSW,-33.790,151.270,
1183,Sydney,NSW,-33.790,151.270,
1184,Sydney,NSW,-33.790,151.270,
1185,Sydney,NSW,-33.790,151.270,
1186,Sydney,NSW,-33.790,151.270,
1187,Sydney,NSW,-33.790,151.270,
1188,Sydney,NSW,-33.790,151.270,
1189,Sydney,NSW,-33.790,151.270,
1190,Sydney,NSW,-33.790,151.270,
1191,Sydney,NSW,-33.790,151.270,
1192,Sydney,NSW,-34.790,147.690,
1193,Sydney,NSW,-33.790,151.270,
1194,Sydney,NSW,-33.790,151.270,
1195,Sydney,NSW,-33.790,151.270,
1196,Sydney,NSW,-33.790,151.270,
1197,Sydney,NSW,-33.790,151.270,
1198,Sydney,NSW,-33.790,151.270,
1199,Sydney,NSW,-33.790,151.270,
1200,Sydney,NSW,-33.790,151.270,
1201,Sydney,NSW,-33.790,151.270,
1202,Sydney,NSW,-33.790,151.270,
1203,Sydney,NSW,-33.790,151.270,
1204,Sydney,NSW,-33.790,151.270,
1205,Sydney,NSW,-33.790,151.270,
1206,Sydney,NSW,-33.790,151.270,
1207,Sydney,NSW,-33.790,151.270,
1208,Haymarket,NSW,-29.820,151.660,
1209,AustraliaSquare,NSW,-33.890,151.180,
1210,AustraliaSquare,NSW,-33.890,151.180,
1211,AustraliaSquare,NSW,-33.890,151.180,
1212,AustraliaSquare,NSW,-33.890,151.180,
1213,AustraliaSquare,NSW,-33.890,151.180,
1214,AustraliaSquare,NSW,-33.890,151.180,
1215,AustraliaSquare,NSW,-33.890,151.180,
1216,GrosvenorPlace,NSW,-33.740,151.030,
1217,GrosvenorPlace,NSW,-33.740,151.030,
1218,GrosvenorPlace,NSW,-33.740,151.030,
1219,GrosvenorPlace,NSW,-33.740,151.030,
1220,GrosvenorPlace,NSW,-33.740,151.030,
1221,RoyalExchange,NSW,-33.870,151.210,
1222,RoyalExchange,NSW,-33.870,151.210,
1223,RoyalExchange,NSW,-33.870,151.210,
1224,RoyalExchange,NSW,-33.870,151.210,
1225,RoyalExchange,NSW,-33.870,151.210,
1226,QueenVictoriaBuilding,NSW,-33.870,151.210,
1227,QueenVictoriaBuilding,NSW,-33.870,151.210,
1228,QueenVictoriaBuilding,NSW,-33.870,151.210,
1229,QueenVictoriaBuilding,NSW,-33.870,151.210,
1230,QueenVictoriaBuilding,NSW,-33.870,151.210,
1231,SydneySouth,NSW,-33.820,151.040,
1232,SydneySouth,NSW,-33.820,151.040,
1233,SydneySouth,NSW,-33.820,151.040,
1234,SydneySouth,NSW,-33.820,151.040,
1235,SydneySouth,NSW,-33.820,151.040,
1236,Haymarket,NSW,-29.820,151.660,
1237,Haymarket,NSW,-29.820,151.660,
1238,Haymarket,NSW,-29.820,151.660,
1239,Haymarket,NSW,-29.820,151.660,
1240,Haymarket,NSW,-29.820,151.660,
1291,Sydney,NSW,-33.790,151.270,
1292,Sydney,NSW,-33.790,151.270,
1293,Sydney,NSW,-33.790,151.270,
1294,Sydney,NSW,-33.790,151.270,
1295,Sydney,NSW,-33.790,151.270,
1296,Sydney,NSW,-33.790,151.270,
1297,Sydney,NSW,-33.790,151.270,
1298,Sydney,NSW,-33.790,151.270,
1299,Sydney,NSW,-33.790,151.270,
1300,Darlinghurst,NSW,-33.880,151.220,
1311,EasternSuburbsMC,NSW,0.000,0.000,
1312,EasternSuburbsMC,NSW,0.000,0.000,
1313,EasternSuburbsMC,NSW,0.000,0.000,
1314,EasternSuburbsMC,NSW,0.000,0.000,
1315,EasternSuburbsMC,NSW,0.000,0.000,
1316,EasternSuburbsMC,NSW,0.000,0.000,
1317,EasternSuburbsMC,NSW,0.000,0.000,
1318,EasternSuburbsMC,NSW,0.000,0.000,
1319,EasternSuburbsMC,NSW,0.000,0.000,
1320,EasternSuburbsMC,NSW,0.000,0.000,
1321,EasternSuburbsMC,NSW,0.000,0.000,
1322,EasternSuburbsMC,NSW,0.000,0.000,
1323,EasternSuburbsMC,NSW,0.000,0.000,
1324,EasternSuburbsMC,NSW,0.000,0.000,
1325,EasternSuburbsMC,NSW,0.000,0.000,
1326,EasternSuburbsMC,NSW,0.000,0.000,
1327,EasternSuburbsMC,NSW,0.000,0.000,
1328,EasternSuburbsMC,NSW,0.000,0.000,
1329,EasternSuburbsMC,NSW,0.000,0.000,
1330,EasternSuburbsMC,NSW,0.000,0.000,
1331,EasternSuburbsMC,NSW,0.000,0.000,
1332,EasternSuburbsMC,NSW,0.000,0.000,
1333,EasternSuburbsMC,NSW,0.000,0.000,
1334,EasternSuburbsMC,NSW,0.000,0.000,
1335,PottsPoint,NSW,-33.820,151.120,
1340,KingsCross,NSW,-35.540,148.020,
1350,Woollahra,NSW,0.000,0.000,
1355,BondiJunction,NSW,-33.890,151.260,
1360,DoubleBay,NSW,-33.880,151.240,
1391,AtoActivityStatements,NSW,0.000,0.000,
1401,Broadway,NSW,-33.880,151.200,
1416,SouthernSuburbsMC,NSW,0.000,0.000,
1419,SouthernSuburbsMC,NSW,0.000,0.000,
1420,StrawberryHills,NSW,-33.730,150.930,
1422,StrawberryHills,NSW,-33.730,150.930,
1423,StrawberryHills,NSW,-33.730,150.930,
1424,StrawberryHills,NSW,-33.730,150.930,
1425,StrawberryHills,NSW,-33.730,150.930,
1426,StrawberryHills,NSW,-33.730,150.930,
1427,StrawberryHills,NSW,-33.730,150.930,
1428,StrawberryHills,NSW,-33.730,150.930,
1429,StrawberryHills,NSW,-33.730,150.930,
1430,Eveleigh,NSW,-33.890,151.200,
1435,Alexandria,NSW,-33.710,151.110,
1440,Waterloo,NSW,-33.900,151.060,
1441,Waterloo,NSW,-33.900,151.060,
1445,Rosebery,NSW,-34.080,151.010,
